พื้นที่ขาย(ตรม.),พื้นที่ Back Room(ตรม.),พื้นที่รวม(ตรม.),จำนวน Opentype 0.9 m,จำนวน Opentype 1.92 m,จำนวนตู้แช่ข้าวกล่องตัว,จำนวนตู้แช่ข้าวกล่องบาน,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,0.00,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep
121.05,30.66,151.71,2,3,3,0,"17,165","15,735","18,981","18,946","19,266","18,527","18,598","18,857","18,111","19,257","17,103","16,993","17,184","15,523","18,241","18,088","19,674","19,091","19,294","19,215","17,875","19,472","18,601","19,410","18,484","17,389","19,536","19,739","20,114","18,715","18,524","18,409","16,621","18,711","16,195","16,139","17,167","15,197","15,574","15,602","17,166","15,122","16,187","16,293","15,479","15,089","14,870","14,173","13,159","13,003","15,865","15,811","15,965","16,541","15,560","15,954","13,415",0.00,"54,316","48,766","58,634","58,999","57,680","57,182","57,901","55,933","60,068","57,825","51,777","55,109","53,236","48,887","59,233","56,627","56,206","55,771","56,139","52,905","51,505","56,585","52,771","54,586","53,090","48,058","54,334","55,334","56,461","53,190","54,370","53,024","51,496","54,619","51,303","51,416","50,781","47,623","50,726","40,119","40,763","40,821","41,688","41,470","40,293","41,153","39,808","41,444","37,984","35,631","40,633","39,901","42,399","39,857","36,468","34,576","31,154"
124.48,17.54,142.02,1,3,2,0,"10,805","9,763","11,520","11,560","12,639","12,917","12,784","12,976","12,541","12,507","11,694","11,543","11,002","10,062","11,844","12,105","12,182","11,733","11,883","11,704","11,368","11,139","10,781","10,843","11,064","10,343","12,148","13,679","13,532","12,965","13,527","12,771","11,487","12,059","11,157","10,892","11,338","10,608","12,235","12,134","13,464","13,284","13,550","12,764","12,224","11,969","11,462","11,247","11,041","9,885","11,416","12,640","12,386","12,641","13,197","12,543","11,662",0.00,"19,179","19,637","24,283","23,698","24,135","26,062","26,144","24,625","24,375","24,234","21,669","23,595","24,178","24,281","27,275","24,457","25,054","24,325","24,232","24,815","23,896","24,637","24,861","25,311","25,422","25,483","28,629","27,561","27,792","26,320","26,575","25,259","26,104","26,995","24,187","24,641","25,687","25,239","25,817","17,792","19,478","18,964","19,941","18,656","17,841","19,338","16,993","17,033","16,606","14,906","17,480","18,521","15,425","15,740","17,088","16,044","16,085"
159.7,71.02,230.72,2,3,2,0,"15,266","13,570","15,897","15,888","16,495","16,289","16,002","16,838","16,076","15,842","14,846","14,733","14,871","13,557","16,036","16,220","15,796","15,828","16,996","16,839","15,838","16,455","16,047","16,470","15,690","15,154","17,049","16,881","17,073","16,173","16,298","16,307","14,688","15,697","14,047","13,862","14,975","13,782","15,513","15,130","16,016","14,635","14,984","15,341","14,988","14,128","14,129","14,177","13,147","13,075","14,364","13,839","14,472","14,261","13,584","13,897","12,265",0.00,"31,112","29,932","31,447","29,402","30,965","34,824","34,173","35,467","33,028","28,981","31,150","30,030","30,748","28,048","30,540","28,155","31,250","33,960","33,410","33,673","30,624","29,660","32,795","32,852","33,667","29,908","31,077","24,614","28,101","31,066","30,480","31,181","27,887","28,063","30,143","28,584","30,176","26,927","24,738","15,878","17,325","17,225","21,734","21,772","22,667","22,575","22,503","25,653","20,047","22,692","25,742","20,455","22,033","20,921","18,320","14,308","12,954"
170.68,70.01,240.69,2,2,2,0,"15,615","14,886","17,488","18,042","18,461","17,526","17,592","18,072","17,419","17,552","15,426","15,522","16,137","14,899","17,814","17,418","17,363","17,838","18,291","17,711","16,633","16,970","16,740","17,261","16,406","15,857","18,242","18,920","19,043","17,657","18,530","17,183","16,138","17,101","15,009","15,102","17,004","15,989","16,489","16,798","18,084","16,312","16,306","15,747","14,955","14,803","14,732","13,620","12,618","12,484","14,628","14,316","14,563","14,125","13,791","13,935","12,333",0.00,"32,513","30,360","35,620","36,480","34,424","32,990","32,510","33,401","32,313","33,061","33,228","38,156","37,492","31,276","38,029","36,539","34,876","34,440","35,061","33,679","33,428","35,354","33,821","38,550","39,264","36,941","41,848","43,224","38,638","34,406","36,417","33,630","31,873","31,764","26,794","31,707","33,623","29,804","34,124","24,231","26,881","28,025","31,725","33,764","31,284","27,327","26,449","26,004","20,371","20,576","23,309","22,350","19,554","19,383","19,350","19,080","17,956"
106.48,46.07,152.55,1,3,2,0,"18,717","16,693","19,188","18,419","18,922","19,604","19,477","19,460","17,638","17,001","15,315","15,425","16,160","14,767","18,268","18,254","19,046","18,341","18,881","18,637","18,073","18,668","17,679","17,877","16,328","15,556","17,886","18,696","17,628","15,860","16,273","15,827","10,522","9,468","14,515","13,522","14,765","12,488","12,957","12,048","13,613","12,169","12,708","12,780","12,044","11,280","10,730","10,675","9,872","9,818","12,478","12,658","12,827","12,646","12,369","13,524","12,490",0.00,"61,427","54,801","58,319","54,642","52,111","50,304","50,754","58,612","49,954","50,887","51,543","55,762","59,873","52,601","55,050","52,292","49,453","46,690","47,218","45,526","44,303","48,919","48,873","53,986","54,985","51,976","55,215","50,592","49,396","45,951","46,077","46,904","25,160","26,815","48,723","52,296","56,200","40,137","32,756","15,968","17,341","17,434","19,573","18,598","17,068","17,139","16,612","15,738","12,761","14,954","17,422","15,184","13,507","13,379","14,287","20,554","21,329"
124.55,41.48,166.03,0,3,2,0,"12,362","10,912","14,615","15,774","15,126","13,625","13,461","14,013","13,514","13,332","12,320","11,919","12,312","11,017","13,396","14,813","14,431","13,320","13,854","13,360","13,109","13,988","12,907","12,904","12,488","11,899","14,736","16,690","16,925","15,017","15,274","14,339","13,570","14,847","13,136","13,088","14,623","13,114","16,317","15,962","17,373","14,993","15,870","14,227","14,276","13,134","12,479","12,025","11,887","11,697","15,543","15,768","16,184","15,261","14,288","14,246","12,070",0.00,"32,290","27,162","33,114","36,942","31,420","28,674","30,881","31,295","32,919","32,045","33,287","38,595","33,558","28,562","31,913","38,332","33,254","30,499","32,641","30,581","31,035","34,666","35,442","38,831","35,559","32,239","39,555","42,282","36,564","34,415","35,339","33,231","33,493","37,240","35,455","38,697","37,465","33,513","38,227","31,617","33,154","32,756","35,064","31,111","29,682","30,479","30,744","33,043","30,750","27,021","31,535","33,202","29,864","27,612","25,742","27,860","20,900"
108.32,29.86,138.18,3,1,1,0,"10,799","9,650","11,361","11,886","11,437","10,908","11,119","11,515","11,233","11,137","10,247","9,713","10,202","9,265","11,934","14,106","13,087","13,073","13,457","13,204","12,753","13,287","11,679","11,531","10,722","11,388","13,433","14,130","13,622","13,049","13,347","12,724","11,540","12,021","10,697","10,300","11,222","10,499","12,840","12,938","13,609","12,369","13,003","12,172","11,528","10,359","10,068","9,696","8,889","8,568","11,858","11,150","11,737","11,758","11,368","11,640","10,174",0.00,"28,790","25,193","28,138","29,428","28,505","29,377","30,665","30,233","30,599","26,779","25,435","27,133","26,693","24,868","27,936","26,411","26,830","27,831","27,030","25,918","26,060","27,331","26,235","27,034","25,868","24,404","27,397","27,714","27,042","27,127","27,384","26,944","24,932","25,311","25,412","26,259","26,476","25,349","26,612","19,396","19,948","20,087","23,101","24,623","23,050","23,829","21,955","21,477","19,226","18,115","21,202","16,449","16,294","17,215","15,032","14,525","12,999"
163.45,37.25,200.7,3,3,3,0,"15,815","14,318","17,560","18,025","17,885","16,802","16,834","17,976","17,064","17,323","15,390","14,878","15,388","13,899","16,837","17,400","17,730","17,106","17,429","16,584","17,315","19,100","18,420","18,263","17,504","17,707","20,909","21,721","22,350","20,486","20,967","20,202","18,209","19,025","16,724","16,534","17,742","16,282","18,744","17,811","19,765","18,056","18,738","17,582","16,975","16,546","15,902","15,684","14,312","12,851","16,152","17,025","17,963","18,070","16,661","16,777","14,648",0.00,"51,779","46,318","54,388","53,291","51,789","48,460","49,161","50,137","49,536","51,822","48,512","50,369","49,924","44,378","51,877","49,647","50,379","48,403","51,044","47,950","48,518","53,856","51,000","52,472","50,943","48,000","55,795","53,570","55,197","52,538","52,319","49,668","47,682","48,387","44,733","46,079","45,093","42,901","45,557","33,764","37,005","35,764","32,177","32,564","31,479","33,376","29,696","30,396","29,071","26,511","29,235","26,817","27,318","27,057","26,801","24,606","24,164"
105.26,27.59,132.85,0,3,2,0,"14,579","13,641","16,255","16,832","16,240","15,272","15,008","16,012","15,358","15,091","14,086","14,583","14,675","13,665","16,958","16,384","15,836","15,638","17,262","15,851","14,601","15,653","15,545","16,628","16,433","16,311","18,563","20,199","19,044","16,911","17,984","18,138","15,944","17,065","15,893","14,917","16,667","14,478","15,522","12,501","14,495","13,423","13,655","14,029","13,182","11,779","12,169","11,461","10,441","10,065","11,962","11,885","12,456","13,272","12,174","12,321","10,887",0.00,"80,088","71,767","73,255","66,314","53,692","48,906","50,410","49,709","44,558","52,066","61,665","72,553","83,370","76,121","78,918","66,349","56,887","50,577","57,350","50,074","48,294","57,914","63,269","78,112","87,771","78,049","76,307","66,257","56,509","49,284","57,040","51,755","48,367","57,389","70,599","84,235","91,964","78,261","56,335","18,164","18,133","23,994","28,404","25,263","25,455","24,001","25,775","20,359","17,001","15,324","18,536","20,689","16,082","18,446","16,941","19,841","19,817"
211.95,118.4,330.35,0,4,2,0,"17,339","15,292","18,579","18,951","19,217","17,966","18,378","20,030","18,162","18,601","17,009","16,846","16,044","16,007","18,927","17,919","19,553","19,097","19,165","19,444","19,184","20,177","18,180","18,383","17,791","17,551","20,821","21,411","22,269","19,851","20,322","19,566","18,457","18,787","17,160","17,132","17,986","16,721","19,433","19,291","19,825","17,663","18,851","18,046","17,412","16,436","16,630","16,281","15,192","15,071","19,425","19,298","20,472","20,820","19,133","19,248","17,571",0.00,"34,313","31,586","37,016","35,780","35,475","33,911","34,384","35,264","35,400","36,244","33,588","34,315","32,368","31,081","35,726","32,992","35,246","33,590","34,028","33,111","32,498","35,071","32,688","33,456","31,783","30,300","34,992","34,001","34,527","34,175","34,465","33,385","32,498","34,133","32,543","32,481","31,724","31,099","31,975","22,860","24,863","25,825","28,432","27,889","27,691","28,108","27,170","27,798","24,292","24,897","29,461","26,225","24,016","26,217","24,308","22,898","22,565"
145.76,57.98,203.74,1,2,3,0,"13,757","13,384","16,532","16,113","17,401","16,402","16,131","17,588","16,885","15,962","15,653","14,699","15,437","13,940","16,707","15,495","17,054","17,305","17,296","16,792","16,264","15,333","11,713","12,721","12,467","13,452","15,306","15,033","16,123","15,348","15,475","14,938","13,567","14,089","13,236","12,451","13,563","13,091","15,023","14,160","14,957","13,742","14,973","15,232","14,678","13,559","13,006","12,660","11,101","11,967","15,949","14,877","15,008","14,793","13,915","13,263","11,641",0.00,"40,103","41,267","38,951","25,783","40,821","47,027","45,665","49,627","46,435","32,687","46,035","42,511","44,832","43,685","42,786","23,723","39,738","47,843","44,772","49,324","46,205","29,774","46,752","42,021","45,053","45,447","40,788","25,442","39,630","45,572","45,603","48,221","44,759","35,279","45,236","40,334","47,172","46,198","30,906","15,623","17,946","21,037","35,385","42,846","44,161","44,382","31,862","36,820","18,780","37,018","48,163","23,268","18,122","19,037","17,364","14,972","15,361"
152.89,43.39,196.28,0,4,2,0,"12,331","11,548","13,620","13,433","13,179","13,703","13,777","13,930","13,072","13,045","11,873","11,873","12,027","11,303","13,247","13,298","13,634","13,334","14,168","13,949","13,799","13,825","12,836","13,159","12,883","12,250","14,614","16,455","15,525","14,665","14,672","14,494","13,597","7,826","11,522","13,183","14,517","12,155","14,190","12,767","14,120","12,721","12,718","12,973","11,922","11,548","11,380","10,656","9,787","9,564","11,929","11,700","12,697","12,570","11,713","11,873","10,783",0.00,"35,378","33,317","38,906","39,027","38,570","38,709","38,666","40,581","37,809","38,716","37,534","38,345","38,507","35,959","40,070","39,592","37,614","39,210","39,126","37,722","35,073","35,987","33,532","37,553","38,028","36,587","39,716","39,522","37,610","37,849","38,069","37,378","35,591","14,906","30,918","43,667","47,502","31,174","25,943","12,623","13,083","13,316","16,431","15,942","15,693","16,775","16,339","15,514","10,509","11,583","14,411","12,047","11,549","12,024","11,152","12,201","12,134"
166.04,58.83,224.87,1,3,2,2,"16,291","15,374","18,677","17,262","16,867","15,865","17,532","17,888","17,254","16,755","16,077","14,881","14,985","13,736","16,927","16,538","16,384","15,703","16,065","15,480","15,312","15,931","15,211","15,612","14,815","15,161","17,903","18,598","17,920","16,002","16,181","15,301","14,931","17,360","15,794","15,022","16,084","14,850","17,809","16,974","18,193","16,083","16,300","15,975","15,257","14,625","13,849","14,340","14,013","13,946","16,827","16,272","16,509","16,251","16,035","15,577","14,369",0.00,"37,633","35,417","41,387","41,463","40,048","37,832","38,645","38,165","38,055","39,760","38,367","38,334","36,599","34,017","40,901","38,677","38,789","38,346","38,261","36,882","36,542","38,374","38,533","39,499","37,193","35,166","40,512","39,538","39,747","35,806","36,463","34,573","34,030","36,814","36,306","36,403","34,622","32,841","36,599","31,147","33,104","31,130","32,028","31,163","28,707","29,389","28,221","28,799","27,640","24,886","27,857","27,738","28,366","27,049","25,522","22,932","20,978"
104.5,32.6,137.1,2,3,2,0,"13,345","13,202","12,758","14,967","15,819","15,310","14,835","15,390","15,026","13,522","13,336","12,771","11,362","12,703","13,003","14,613","14,079","21,402","14,464","14,060","13,873","14,738","13,514","13,746","13,483","13,200","14,749","16,179","16,431","14,969","16,209","15,837","14,779","15,843","14,170","13,914","15,585","14,439","16,542","15,641","17,478","15,738","15,956","16,394","15,270","15,142","15,602","14,988","13,680","13,720","16,819","15,739","15,875","14,792","14,412","13,734","12,411",0.00,"66,206","61,620","74,084","67,984","73,608","64,831","74,899","75,997","72,970","79,600","63,108","66,569","70,155","64,310","77,866","65,553","72,045","62,142","72,223","70,503","69,411","77,045","65,272","68,681","69,264","65,145","72,117","68,925","72,595","63,119","72,411","68,968","68,130","72,651","61,308","63,954","66,389","63,648","63,113","42,709","40,549","39,490","46,033","47,293","46,012","46,547","46,907","41,765","39,238","35,145","41,225","39,831","38,550","38,694","34,684","30,340","26,701"
158.92,49.95,208.87,1,2,2,0,"13,241","11,852","14,796","15,116","14,769","14,301","14,072","14,700","13,793","13,921","12,625","12,492","12,441","11,452","14,126","14,312","13,297","14,644","14,880","14,134","13,580","14,555","13,327","13,814","13,172","12,611","14,709","15,228","15,664","14,816","15,245","15,130","14,010","14,451","12,847","12,699","13,585","12,790","14,727","15,195","16,146","14,148","14,552","14,735","13,511","12,953","12,891","12,761","12,314","11,628","14,144","13,833","14,690","14,981","14,452","14,497","12,684",0.00,"33,289","29,611","34,092","33,352","33,016","33,653","33,934","33,780","33,588","34,233","31,704","33,019","31,722","29,586","34,652","32,907","33,554","33,180","34,168","32,724","31,635","34,246","32,656","34,586","32,922","30,494","34,084","33,749","35,444","33,183","33,793","32,628","30,567","32,999","30,484","31,646","31,651","29,606","30,986","24,035","25,640","25,049","28,308","27,631","27,036","28,609","26,923","28,294","24,702","24,632","27,846","25,991","27,442","26,631","23,474","22,652","21,094"
140.83,39.87,180.7,2,3,3,0,"15,037","13,944","16,366","15,819","16,944","16,732","17,289","16,874","16,648","17,348","15,912","15,751","15,831","15,225","17,892","17,932","17,686","17,296","18,854","18,814","17,200","17,446","16,862","17,360","17,124","15,559","17,628","17,983","18,090","18,008","18,200","18,137","17,069","17,001","8,432","16,108","17,237","15,858","17,409","16,664","16,863","16,319","17,561","17,662","17,663","17,173","16,121","16,124","15,467","14,932","17,177","16,311","16,671","16,821","17,648","16,515","16,041",0.00,"52,393","51,055","55,843","56,887","54,570","57,844","58,493","58,237","59,622","53,913","55,372","54,498","58,355","54,799","59,487","56,542","56,178","60,355","61,796","61,326","59,272","55,271","59,617","57,690","57,500","56,024","57,276","56,042","53,050","59,060","57,413","58,236","55,698","48,143","16,617","50,450","54,741","53,411","44,831","29,490","35,111","36,500","43,616","47,202","47,543","51,408","40,084","42,875","35,247","38,150","44,520","34,090","29,279","30,103","28,880","29,246","29,556"
126.54,20.26,146.8,1,2,3,3,"13,082","11,597","14,797","14,242","14,462","13,188","13,179","13,676","13,275","13,009","11,995","12,039","12,311","11,476","13,880","14,680","14,912","15,073","15,407","14,647","13,915","14,780","13,582","13,750","13,435","13,601","16,274","16,787","17,362","16,533","16,794","15,093","11,984","12,952","12,228","12,089","13,550","12,637","15,793","15,412","16,157","14,437","14,842","14,082","13,562","12,223","12,279","12,705","12,291","12,391","15,614","15,403","16,342","16,406","15,294","15,533","13,797",0.00,"32,691","29,464","36,534","33,254","33,183","32,707","33,706","33,418","34,299","33,755","32,778","33,692","31,293","28,377","34,465","31,283","31,214","30,488","30,275","29,062","30,601","31,242","29,940","30,727","30,541","29,696","33,869","32,465","33,618","33,864","35,388","31,933","30,180","31,963","30,678","31,029","32,106","30,173","32,322","25,010","25,687","27,366","29,339","30,500","29,249","30,926","29,686","29,556","27,824","25,987","30,269","28,136","28,104","28,421","25,311","25,512","24,490"
182.89,26.08,208.97,2,4,2,0,"15,649","13,934","16,066","15,290","15,556","15,114","16,055","15,646","14,883","15,571","15,579","15,335","16,347","15,038","17,391","17,332","16,482","15,787","16,240","16,591","15,156","16,201","15,914","16,357","17,190","16,640","18,478","17,441","16,254","16,000","16,375","16,326","14,851","15,030","15,074","15,887","16,171","15,255","16,481","15,422","15,469","14,445","14,501","14,952","13,760","14,001","13,768","14,215","14,607","13,669","15,415","14,643","14,856","14,195","14,754","14,066","13,315",0.00,"42,969","38,399","39,790","34,926","31,940","31,109","34,086","32,514","29,891","33,839","35,416","40,603","44,521","41,239","43,100","39,506","33,633","32,324","33,954","33,626","31,363","36,066","38,412","42,732","46,777","42,865","44,363","39,239","35,459","32,728","33,199","33,304","31,202","33,722","35,793","39,332","43,715","37,006","34,577","21,167","26,285","25,240","21,872","20,775","18,858","18,801","18,263","19,127","18,661","17,927","19,930","19,401","19,836","19,610","20,337","20,040","20,237"
111.86,24.06,135.92,0,4,2,0,"11,483","10,644","12,645","12,762","13,598","13,015","13,419","13,603","13,128","12,997","12,081","12,068","12,144","11,671","13,994","13,850","13,439","12,423","13,291","12,221","11,790","11,847","12,106","13,136","13,447","12,674","14,151","14,147","13,497","12,771","12,912","12,759","11,295","11,531","11,059","11,156","11,867","11,162","13,229","13,150","13,461","12,156","12,221","11,825","11,452","11,107","10,574","10,649","10,491","9,880","11,231","11,348","11,463","11,690","12,178","11,726","10,690",0.00,"35,059","33,765","37,943","35,451","34,773","33,804","34,727","35,406","33,462","33,490","30,490","34,296","35,477","34,228","39,102","35,324","35,451","33,240","36,134","35,993","33,398","33,176","31,779","34,043","34,879","33,762","36,527","36,242","35,386","33,292","34,674","34,743","31,949","32,427","30,716","33,111","35,276","33,921","35,222","24,795","25,620","22,825","23,874","22,990","21,186","21,136","19,560","19,313","18,553","17,663","17,168","17,818","15,845","16,558","16,948","15,937","15,343"
109.33,56.25,165.58,0,4,2,0,"13,912","12,934","14,736","14,214","15,177","14,146","14,437","14,876","13,920","14,081","13,415","13,504","14,072","13,477","15,455","15,131","15,213","14,422","15,146","15,494","14,787","14,536","14,250","14,903","15,166","14,433","16,343","17,472","17,913","16,617","17,227","16,853","15,528","16,021","15,050","15,253","16,497","15,172","16,080","15,333","16,870","15,944","16,320","16,279","14,777","13,550","12,956","12,830","12,665","12,307","14,084","15,033","14,920","15,111","15,550","14,862","13,744",0.00,"53,251","56,426","59,743","48,180","45,074","43,632","46,491","49,483","41,725","42,000","38,549","47,902","61,849","63,377","65,329","53,465","43,646","34,098","38,233","38,550","34,804","33,944","32,369","40,188","48,085","50,111","51,912","42,937","37,000","33,825","37,860","38,793","33,431","32,994","33,229","40,726","51,791","50,954","48,062","32,517","33,695","30,527","30,293","26,807","23,784","23,603","21,754","23,110","23,728","22,404","25,100","26,003","24,180","23,440","24,252","29,511","27,742"
180.93,86.02,266.95,0,4,2,0,"16,001","13,614","16,844","17,620","17,817","16,270","15,791","17,308","17,310","17,387","15,848","14,854","14,449","14,049","16,914","15,549","9,100","13,164","13,216","13,703","14,138","15,285","13,846","13,050","12,437","12,331","15,739","17,700","17,414","15,826","16,734","15,492","15,010","16,775","13,387","12,540","13,675","12,861","16,575","15,287","17,053","15,314","16,295","15,522","15,259","14,475","13,655","13,026","12,077","12,115","16,697","15,631","16,207","15,588","14,761","15,599","14,210",0.00,"31,825","32,754","40,522","39,835","37,002","30,082","30,996","38,726","43,287","42,922","40,124","33,856","31,954","33,728","39,555","27,027","13,732","23,709","27,907","34,552","37,069","38,621","39,516","32,540","37,086","33,244","42,132","36,895","32,038","37,906","61,710","44,408","42,641","47,386","31,884","36,096","38,933","36,769","42,078","23,845","29,155","28,466","32,828","39,503","35,064","35,382","26,810","31,559","29,910","28,348","32,839","21,499","22,406","26,517","24,725","31,187","31,295"
100.19,31.64,131.83,0,3,1,0,"14,005","12,752","15,157","15,237","15,361","14,595","14,559","15,358","14,638","15,049","14,084","13,555","13,851","12,816","15,022","14,640","14,529","14,552","14,832","14,615","13,979","15,027","14,120","14,645","14,542","13,517","15,405","15,611","16,279","15,190","15,798","15,374","14,265","15,212","13,026","13,014","14,124","12,726","14,502","14,272","15,316","13,669","14,431","14,798","13,922","13,263","13,259","12,805","12,179","11,767","14,080","13,845","14,680","15,142","14,316","13,784","12,354",0.00,"51,628","48,407","54,510","55,160","53,230","55,222","55,694","56,121","56,222","57,354","58,534","56,736","54,780","51,082","57,596","56,585","57,586","58,922","60,408","57,738","57,483","59,829","58,175","60,924","57,652","40,687","44,523","43,912","43,445","42,346","42,318","40,516","39,737","40,126","39,102","38,766","41,452","37,583","38,049","27,580","28,373","26,795","31,011","30,750","29,021","29,955","28,069","28,507","24,606","25,483","29,250","27,146","28,089","28,950","26,700","24,133","23,424"
